filename,group,aspect_ratio,image_size,theme_slot,alt_text,prompt,exclusions
"species-cordyceps-macro.jpg","species","4:5","2K","metaobject cordyceps.macro_editorial_image","Cluster of orange Cordyceps militaris clubs emerging from substrate.","Photograph, in ultra-detailed cinematic macro, extreme close-up of a single orange Cordyceps militaris club, perithecia visible as fine bumps, translucent glow where backlit. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-cordyceps-og.jpg","species","3:2","2K","metaobject cordyceps.og_image (crop to 1200x630)","Cluster of orange Cordyceps militaris clubs emerging from substrate.","Photograph, in ultra-detailed cinematic macro, Cordyceps militaris, a cluster of bright orange club-shaped fruiting bodies with finely pimpled surfaces emerging from substrate, with no insects and nothing parasitising a visible host. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss. Compose wide with generous negative space on one third of the frame for an overlaid wordmark.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-turkey-tail-hero.jpg","species","16:9","4K","metaobject turkey-tail.hero_image","Overlapping turkey tail brackets banded in brown, ochre and cream on a fallen log.","Photograph, in ultra-detailed cinematic macro, Turkey Tail, Trametes versicolor, overlapping rosettes of thin flexible brackets with concentric velvety bands in brown, ochre, cream and slate, showing a white pore surface beneath and no gills, on a fallen log. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-turkey-tail-macro.jpg","species","4:5","2K","metaobject turkey-tail.macro_editorial_image","Overlapping turkey tail brackets banded in brown, ochre and cream on a fallen log.","Photograph, in ultra-detailed cinematic macro, extreme close-up of the concentric banding of a single Trametes versicolor bracket, velvet texture, wavy pale margin. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-turkey-tail-og.jpg","species","3:2","2K","metaobject turkey-tail.og_image (crop to 1200x630)","Overlapping turkey tail brackets banded in brown, ochre and cream on a fallen log.","Photograph, in ultra-detailed cinematic macro, Turkey Tail, Trametes versicolor, overlapping rosettes of thin flexible brackets with concentric velvety bands in brown, ochre, cream and slate, showing a white pore surface beneath and no gills, on a fallen log. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss. Compose wide with generous negative space on one third of the frame for an overlaid wordmark.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-tremella-hero.jpg","species","16:9","4K","metaobject tremella.hero_image","Translucent white tremella lobes on a dead broadleaf branch.","Photograph, in ultra-detailed cinematic macro, Tremella fuciformis, a translucent gelatinous white frilly mass of wavy petal-like lobes, glistening and semi-transparent, on a dead broadleaf branch - not opaque and not a capped mushroom. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-tremella-macro.jpg","species","4:5","2K","metaobject tremella.macro_editorial_image","Translucent white tremella lobes on a dead broadleaf branch.","Photograph, in ultra-detailed cinematic macro, extreme close-up of translucent Tremella fuciformis lobes, light passing through the gelatinous tissue, water droplets beading on the surface. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-tremella-og.jpg","species","3:2","2K","metaobject tremella.og_image (crop to 1200x630)","Translucent white tremella lobes on a dead broadleaf branch.","Photograph, in ultra-detailed cinematic macro, Tremella fuciformis, a translucent gelatinous white frilly mass of wavy petal-like lobes, glistening and semi-transparent, on a dead broadleaf branch - not opaque and not a capped mushroom. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss. Compose wide with generous negative space on one third of the frame for an overlaid wordmark.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-shiitake-hero.jpg","species","16:9","4K","metaobject shiitake.hero_image","Shiitake caps with white cracking, growing from an inoculated oak log.","Photograph, in ultra-detailed cinematic macro, Shiitake, Lentinula edodes, umbrella caps of rich brown with white cracking across the cap surface, inrolled margins and cream gills beneath, growing from an inoculated oak log. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-shiitake-macro.jpg","species","4:5","2K","metaobject shiitake.macro_editorial_image","Shiitake caps with white cracking, growing from an inoculated oak log.","Photograph, in ultra-detailed cinematic macro, extreme close-up of a shiitake cap showing the white fissured crackle pattern against brown, gill edge visible at the bottom of the frame. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-shiitake-og.jpg","species","3:2","2K","metaobject shiitake.og_image (crop to 1200x630)","Shiitake caps with white cracking, growing from an inoculated oak log.","Photograph, in ultra-detailed cinematic macro, Shiitake, Lentinula edodes, umbrella caps of rich brown with white cracking across the cap surface, inrolled margins and cream gills beneath, growing from an inoculated oak log. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine spore dust suspended in the light beam, damp organic texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss. Compose wide with generous negative space on one third of the frame for an overlaid wordmark.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
"species-sceletium-hero.jpg","species","16:9","4K","metaobject sceletium.hero_image","Sceletium tortuosum succulent in flower, growing in Karoo quartz gravel.","Photograph, in ultra-detailed cinematic macro, a succulent plant and not a fungus - Sceletium tortuosum, sprawling fleshy green leaves with raised translucent bladder cells on the surface, and a small star-shaped white-to-pale-yellow flower with fine filamentous petals, growing in dry Karoo quartz gravel under low sun. Render the morphology with scientific accuracy. Shoot it as if on a medium-format camera with a 100mm macro lens at f/5.6, lit by a single soft key at 45 degrees with a cool rim light for separation, against a deep charcoal near-black background of #0B0E0C, with warm amber highlights, fine dry dust and quartz glitter suspended in the light beam, arid mineral texture, and extremely sharp focus on the specimen falling off naturally into shadow. The mood is a premium editorial botanical campaign: muted natural colour, matte finish, no gloss. It is a succulent plant: no mushroom, no fungus, no cap, no gills, no stem anywhere in frame.","Photographic realism only - not an illustration, 3D render or CGI. Keep the palette in muted natural greens, ambers and near-blacks with no purple, magenta, rainbow or neon cast, and no teal-and-orange grade. The frame must contain no text, lettering, watermark, signature, logo, packaging or label, no borders, frames or vignette, and no interface elements. Nothing medical: no pills, capsules, syringes, medical crosses, lab coats, clinical laboratory or hospital settings, stethoscopes, anatomical diagrams or glowing organs. No people, faces or hands. Anatomy must be correct with no duplicated or deformed specimens, no extra stems and no impossible growth. Avoid a generic stock-photograph look."
